Hour,Load [MW],,,Load factor [MW/MWavg],,,Load factor [MW/MWh-year],,
3626,5819,6675,6109,0.8214,0.9337,0.8807,9.37627E-05,0.000106591,0.000100541
3627,5727,6457,5995,0.8084,0.9032,0.8643,9.22803E-05,0.00010311,9.8665E-05
3628,6079,6633,6186,0.8581,0.9279,0.8918,9.79521E-05,0.000105921,0.000101808
3629,6165,6320,6097,0.8702,0.8841,0.8790,9.93378E-05,0.000100922,0.000100344
3630,6950,7109,6615,0.9810,0.9945,0.9537,0.000111987,0.000113522,0.000108869
3631,7427,7572,7061,1.0483,1.0592,1.0180,0.000119673,0.000120915,0.000116209
3632,7551,7669,7186,1.0658,1.0728,1.0360,0.000121671,0.000122464,0.000118266
3633,7803,7869,7465,1.1014,1.1008,1.0762,0.000125731,0.000125658,0.000122858
3634,8109,8121,7720,1.1446,1.1360,1.1130,0.000130662,0.000129682,0.000127055
3635,7607,7593,7365,1.0737,1.0622,1.0618,0.000122573,0.000121251,0.000121212
3636,7738,7615,7490,1.0922,1.0652,1.0798,0.000124684,0.000121602,0.00012327
3637,7637,7514,7524,1.0780,1.0511,1.0847,0.000123056,0.000119989,0.000123829
3638,7484,7409,7379,1.0564,1.0364,1.0638,0.000120591,0.000118312,0.000121443
3639,7344,7185,7034,1.0366,1.0051,1.0141,0.000118335,0.000114735,0.000115765
3640,7114,7025,6783,1.0042,0.9827,0.9779,0.000114629,0.00011218,0.000111634
3641,7082,7107,6683,0.9996,0.9942,0.9635,0.000114114,0.00011349,0.000109988
3642,6732,6904,6528,0.9502,0.9658,0.9411,0.000108474,0.000110248,0.000107437
3643,6510,6664,6294,0.9189,0.9322,0.9074,0.000104897,0.000106416,0.000103586
3644,6603,6583,6236,0.9320,0.9209,0.8991,0.000106395,0.000105122,0.000102631
3645,6525,6417,6165,0.9210,0.8976,0.8888,0.000105139,0.000102471,0.000101463
3646,6025,6064,5968,0.8504,0.8483,0.8604,9.7082E-05,9.68345E-05,9.82207E-05
3647,5876,6179,6095,0.8294,0.8644,0.8787,9.46811E-05,9.86709E-05,0.000100311
3648,6016,6246,6013,0.8492,0.8737,0.8669,9.6937E-05,9.97408E-05,9.89613E-05
3649,5998,6386,6114,0.8466,0.8933,0.8815,9.66469E-05,0.000101976,0.000100624
3650,5898,6301,6167,0.8325,0.8814,0.8891,9.50356E-05,0.000100619,0.000101496
3651,5654,6135,5924,0.7981,0.8582,0.8541,9.1104E-05,9.79683E-05,9.74965E-05
3652,6058,6255,5985,0.8551,0.8750,0.8629,9.76137E-05,9.98845E-05,9.85004E-05
3653,6470,6330,5796,0.9133,0.8855,0.8356,0.000104252,0.000101082,9.53899E-05
3654,7117,7122,6461,1.0046,0.9963,0.9315,0.000114678,0.000113729,0.000106334
3655,7574,7634,6895,1.0691,1.0679,0.9941,0.000122041,0.000121905,0.000113477
3656,8012,7756,7009,1.1309,1.0850,1.0105,0.000129099,0.000123854,0.000115353
3657,8317,7862,7134,1.1740,1.0998,1.0285,0.000134013,0.000125546,0.000117411
3658,8784,8094,7292,1.2399,1.1322,1.0513,0.000141538,0.000129251,0.000120011
3659,8190,7523,6964,1.1560,1.0524,1.0040,0.000131967,0.000120133,0.000114613
3660,8390,7499,7010,1.1843,1.0490,1.0106,0.00013519,0.00011975,0.00011537
3661,8316,7322,6928,1.1738,1.0242,0.9988,0.000133997,0.000116923,0.00011402
3662,8303,7202,6805,1.1720,1.0075,0.9811,0.000133788,0.000115007,0.000111996
3663,8177,7087,6554,1.1542,0.9914,0.9449,0.000131758,0.000113171,0.000107865
3664,7910,6875,6463,1.1165,0.9617,0.9318,0.000127455,0.000109785,0.000106367
3665,7492,6945,6425,1.0575,0.9715,0.9263,0.00012072,0.000110903,0.000105742
3666,6888,6782,6251,0.9723,0.9487,0.9012,0.000110988,0.0001083,0.000102878
3667,6620,6609,6050,0.9344,0.9245,0.8722,0.000106669,0.000105537,9.95702E-05
3668,6784,6619,6012,0.9576,0.9259,0.8668,0.000109312,0.000105697,9.89448E-05
3669,6837,6440,6032,0.9651,0.9009,0.8696,0.000110166,0.000102839,9.9274E-05
3670,6776,6051,5774,0.9564,0.8465,0.8324,0.000109183,9.66269E-05,9.50278E-05
3671,6342,6590,5866,0.8952,0.9219,0.8457,0.00010219,0.000105234,9.6542E-05
3672,6189,6644,5648,0.8736,0.9294,0.8143,9.97245E-05,0.000106096,9.29541E-05
3673,5993,6465,5825,0.8459,0.9044,0.8398,9.65664E-05,0.000103238,9.58672E-05
3674,5838,6440,5956,0.8240,0.9009,0.8587,9.40688E-05,0.000102839,9.80232E-05
3675,5476,6371,5889,0.7729,0.8912,0.8490,8.82358E-05,0.000101737,9.69205E-05
3676,5839,6589,5783,0.8242,0.9217,0.8337,9.40849E-05,0.000105218,9.5176E-05
3677,6184,6362,5904,0.8729,0.8900,0.8512,9.9644E-05,0.000101593,9.71674E-05
3678,7014,7247,5914,0.9900,1.0138,0.8526,0.000113018,0.000115726,9.73319E-05
3679,7442,7779,5356,1.0504,1.0882,0.7722,0.000119914,0.000124221,8.81484E-05
3680,7590,7883,5551,1.0713,1.1027,0.8003,0.000122299,0.000125882,9.13577E-05
3681,7781,8090,6137,1.0983,1.1317,0.8848,0.000125377,0.000129187,0.000101002
3682,8064,8313,6421,1.1382,1.1629,0.9257,0.000129937,0.000132748,0.000105676
3683,7732,7690,6657,1.0914,1.0757,0.9597,0.000124587,0.0001228,0.00010956
3684,7846,7672,6874,1.1075,1.0732,0.9910,0.000126424,0.000122512,0.000113132
3685,7795,7591,6567,1.1003,1.0619,0.9468,0.000125602,0.000121219,0.000108079
3686,7642,7433,6551,1.0787,1.0398,0.9445,0.000123137,0.000118696,0.000107816
3687,7443,7299,6526,1.0506,1.0210,0.9409,0.00011993,0.000116556,0.000107404
3688,7076,7068,5889,0.9988,0.9887,0.8490,0.000114017,0.000112867,9.69205E-05
3689,6995,7083,5735,0.9874,0.9908,0.8268,0.000112712,0.000113107,9.4386E-05
3690,6702,6883,5751,0.9460,0.9628,0.8291,0.000107991,0.000109913,9.46493E-05
3691,6454,6677,5622,0.9110,0.9340,0.8105,0.000103995,0.000106623,9.25262E-05
3692,6539,6639,5560,0.9230,0.9287,0.8016,0.000105364,0.000106017,9.15058E-05
3693,6534,6502,5537,0.9223,0.9095,0.7983,0.000105284,0.000103829,9.11273E-05
3694,6067,6025,5270,0.8564,0.8428,0.7598,9.77587E-05,9.62117E-05,8.67331E-05
3695,5846,6366,5351,0.8252,0.8905,0.7715,9.41977E-05,0.000101657,8.80661E-05
3696,5660,6556,5682,0.7989,0.9171,0.8192,9.12007E-05,0.000104691,9.35137E-05
3697,5584,6434,5659,0.7882,0.9000,0.8159,8.99761E-05,0.000102743,9.31352E-05
3698,5462,6470,5600,0.7710,0.9051,0.8074,8.80103E-05,0.000103318,9.21642E-05
3699,5232,6284,5599,0.7385,0.8790,0.8072,8.43042E-05,0.000100348,9.21477E-05
3700,5413,6447,5720,0.7641,0.9018,0.8247,8.72207E-05,0.000102951,9.41391E-05
3701,5827,6383,5648,0.8225,0.8929,0.8143,9.38916E-05,0.000101929,9.29541E-05
3702,6478,7217,5752,0.9144,1.0096,0.8293,0.000104381,0.000115246,9.46658E-05
3703,6932,7735,5839,0.9785,1.0820,0.8418,0.000111697,0.000123518,9.60976E-05
3704,7096,7867,6103,1.0016,1.1005,0.8799,0.000114339,0.000125626,0.000100442
3705,7251,8049,6357,1.0235,1.1259,0.9165,0.000116837,0.000128532,0.000104623
3706,7478,8162,6596,1.0555,1.1418,0.9510,0.000120494,0.000130337,0.000108556
3707,7222,7636,6789,1.0194,1.0682,0.9788,0.000116369,0.000121937,0.000111733
3708,7292,7695,6618,1.0293,1.0764,0.9541,0.000117497,0.00012288,0.000108918
3709,7246,7580,6427,1.0228,1.0603,0.9266,0.000116756,0.000121043,0.000105775
3710,7156,7327,6293,1.0101,1.0249,0.9073,0.000115306,0.000117003,0.000103569
3711,7084,7007,6302,0.9999,0.9802,0.9086,0.000114146,0.000111893,0.000103718
3712,6887,6856,6528,0.9721,0.9591,0.9411,0.000110972,0.000109482,0.000107437
3713,6895,6832,6710,0.9732,0.9557,0.9674,0.0001111,0.000109098,0.000110432
3714,6685,6713,6066,0.9436,0.9391,0.8745,0.000107717,0.000107198,9.98335E-05
3715,6480,6508,5603,0.9147,0.9104,0.8078,0.000104413,0.000103925,9.22135E-05
3716,6575,6487,5467,0.9281,0.9074,0.7882,0.000105944,0.000103589,8.99753E-05
3717,6659,6369,5477,0.9399,0.8909,0.7896,0.000107298,0.000101705,9.01398E-05
3718,6283,6052,5281,0.8869,0.8466,0.7614,0.000101239,9.66429E-05,8.69141E-05
3719,6068,5849,5821,0.8565,0.8182,0.8392,9.77749E-05,9.34012E-05,9.58014E-05
3720,5919,6203,6061,0.8355,0.8677,0.8738,9.5374E-05,9.90541E-05,9.97512E-05
3721,6025,6299,6096,0.8504,0.8811,0.8789,9.7082E-05,0.000100587,0.000100327
3722,5893,6200,5948,0.8318,0.8673,0.8575,9.4955E-05,9.90062E-05,9.78915E-05
3723,5663,5996,5722,0.7993,0.8388,0.8249,9.1249E-05,9.57486E-05,9.4172E-05
3724,5615,6022,5731,0.7926,0.8424,0.8262,9.04756E-05,9.61638E-05,9.43201E-05
3725,6103,6142,5743,0.8614,0.8592,0.8280,9.83388E-05,9.80801E-05,9.45176E-05
3726,6870,6019,5779,0.9697,0.8420,0.8332,0.000110698,9.61159E-05,9.51101E-05
3727,7411,5739,6070,1.0461,0.8028,0.8751,0.000119415,9.16446E-05,9.98994E-05
3728,7558,6001,6561,1.0668,0.8395,0.9459,0.000121784,9.58285E-05,0.00010798
3729,7817,6290,6791,1.1034,0.8799,0.9791,0.000125957,0.000100443,0.000111766
3730,8010,6425,7099,1.1306,0.8988,1.0235,0.000129067,0.000102599,0.000116835
3731,7648,6410,7182,1.0795,0.8967,1.0354,0.000123234,0.00010236,0.000118201
3732,7717,6792,6969,1.0893,0.9501,1.0047,0.000124346,0.00010846,0.000114695
3733,7619,6832,6832,1.0754,0.9557,0.9850,0.000122766,0.000109098,0.00011244
3734,7467,6613,6659,1.0540,0.9251,0.9600,0.000120317,0.000105601,0.000109593
3735,7213,6497,6629,1.0181,0.9088,0.9557,0.000116224,0.000103749,0.000109099
3736,7137,6153,6607,1.0074,0.8607,0.9525,0.000115,9.82557E-05,0.000108737
3737,7024,6069,5751,0.9914,0.8490,0.8291,0.000113179,9.69143E-05,9.46493E-05
3738,6819,5917,5498,0.9625,0.8277,0.7927,0.000109876,9.44871E-05,9.04855E-05
3739,6546,5810,5399,0.9240,0.8127,0.7784,0.000105477,9.27784E-05,8.88561E-05
3740,6607,5853,5667,0.9326,0.8188,0.8170,0.00010646,9.34651E-05,9.32668E-05
3741,6579,5905,5762,0.9286,0.8260,0.8307,0.000106009,9.42955E-05,9.48303E-05
3742,6267,5705,6265,0.8846,0.7981,0.9032,0.000100981,9.11017E-05,0.000103109
3743,6106,5891,6580,0.8619,0.8241,0.9486,9.83872E-05,9.40719E-05,0.000108293
3744,5972,5991,6505,0.8430,0.8381,0.9378,9.6228E-05,9.56688E-05,0.000107059
3745,5912,5905,6520,0.8345,0.8260,0.9400,9.52612E-05,9.42955E-05,0.000107305
3746,5780,5785,6303,0.8159,0.8092,0.9087,9.31343E-05,9.23792E-05,0.000103734
3747,5430,5681,6121,0.7665,0.7947,0.8825,8.74946E-05,9.07185E-05,0.000100739
3748,5411,5674,6381,0.7638,0.7937,0.9200,8.71885E-05,9.06067E-05,0.000105018
3749,5559,5572,6831,0.7847,0.7794,0.9848,8.95732E-05,8.89779E-05,0.000112424
3750,5739,5592,6597,0.8101,0.7822,0.9511,9.24736E-05,8.92972E-05,0.000108573
3751,6160,5629,7086,0.8695,0.7874,1.0216,9.92573E-05,8.98881E-05,0.000116621
3752,6384,5914,7336,0.9011,0.8273,1.0576,0.000102867,9.44392E-05,0.000120735
3753,6554,6392,7679,0.9251,0.8942,1.1071,0.000105606,0.000102072,0.00012638
3754,6698,6407,8289,0.9454,0.8963,1.1950,0.000107926,0.000102312,0.000136419
3755,6704,6558,8185,0.9463,0.9174,1.1800,0.000108023,0.000104723,0.000134708
3756,6870,6544,8499,0.9697,0.9154,1.2253,0.000110698,0.000104499,0.000139876
3757,6828,6459,8411,0.9638,0.9035,1.2126,0.000110021,0.000103142,0.000138427
3758,6778,6379,8385,0.9567,0.8923,1.2089,0.000109215,0.000101865,0.000137999
3759,6622,6422,8353,0.9347,0.8983,1.2043,0.000106702,0.000102551,0.000137473
3760,6471,6551,8131,0.9134,0.9164,1.1723,0.000104268,0.000104611,0.000133819
3761,6428,5812,8083,0.9073,0.8130,1.1653,0.000103576,9.28104E-05,0.000133029
3762,6248,5630,7837,0.8819,0.7876,1.1299,0.000100675,8.99041E-05,0.00012898
3763,6129,5575,7477,0.8651,0.7799,1.0780,9.87578E-05,8.90258E-05,0.000123056
3764,6170,5809,7432,0.8709,0.8126,1.0715,9.94184E-05,9.27625E-05,0.000122315
3765,6120,5834,7266,0.8638,0.8161,1.0475,9.86127E-05,9.31617E-05,0.000119583
3766,5806,5563,6983,0.8195,0.7782,1.0067,9.35532E-05,8.88341E-05,0.000114925
3767,5674,5472,6762,0.8009,0.7655,0.9749,9.14263E-05,8.7381E-05,0.000111288
3768,5591,5545,6609,0.7892,0.7757,0.9528,9.00889E-05,8.85467E-05,0.00010877
3769,5462,5817,6524,0.7710,0.8137,0.9406,8.80103E-05,9.28902E-05,0.000107371
3770,5286,5827,6602,0.7461,0.8151,0.9518,8.51743E-05,9.30499E-05,0.000108655
3771,4998,5837,6397,0.7055,0.8165,0.9223,8.05337E-05,9.32096E-05,0.000105281
3772,4939,5873,6612,0.6971,0.8216,0.9533,7.95831E-05,9.37845E-05,0.00010882
3773,4983,6126,7162,0.7034,0.8569,1.0326,8.0292E-05,9.78246E-05,0.000117871
3774,5174,6873,7355,0.7303,0.9614,1.0604,8.33697E-05,0.000109753,0.000121048
3775,5371,7376,7062,0.7581,1.0318,1.0181,8.6544E-05,0.000117785,0.000116226
3776,5726,7397,7113,0.8082,1.0347,1.0255,9.22641E-05,0.000118121,0.000117065
3777,5907,7560,7264,0.8338,1.0575,1.0473,9.51806E-05,0.000120724,0.00011955
3778,6055,7886,7796,0.8547,1.1031,1.1240,9.75654E-05,0.00012593,0.000128306
3779,6195,7538,7571,0.8744,1.0545,1.0915,9.98212E-05,0.000120372,0.000124603
3780,6078,7450,8015,0.8579,1.0422,1.1555,9.7936E-05,0.000118967,0.00013191
3781,5961,7385,7874,0.8414,1.0331,1.1352,9.60507E-05,0.000117929,0.000129589
3782,5961,7328,7762,0.8414,1.0251,1.1191,9.60507E-05,0.000117019,0.000127746
3783,6116,7204,7639,0.8633,1.0077,1.1013,9.85483E-05,0.000115039,0.000125722
3784,6368,6917,7335,0.8989,0.9676,1.0575,0.000102609,0.000110456,0.000120719
3785,6228,6811,7033,0.8791,0.9528,1.0140,0.000100353,0.000108763,0.000115748
3786,5998,6614,6620,0.8466,0.9252,0.9544,9.66469E-05,0.000105617,0.000108951
3787,5955,6385,6413,0.8406,0.8932,0.9246,9.59541E-05,0.00010196,0.000105544
3788,6108,6424,6378,0.8622,0.8986,0.9195,9.84194E-05,0.000102583,0.000104968
3789,6022,6362,6269,0.8500,0.8900,0.9038,9.70336E-05,0.000101593,0.000103174
3790,5628,5951,5818,0.7944,0.8325,0.8388,9.0685E-05,9.503E-05,9.5752E-05
3791,5554,5991,6134,0.7840,0.8381,0.8843,8.94927E-05,9.56688E-05,0.000100953
3792,5657,6021,6372,0.7985,0.8423,0.9187,9.11523E-05,9.61478E-05,0.00010487
3793,5586,6189,6427,0.7885,0.8658,0.9266,9.00083E-05,9.88306E-05,0.000105775
3794,5518,6175,6431,0.7789,0.8638,0.9272,8.89126E-05,9.8607E-05,0.000105841
3795,5327,6048,6262,0.7519,0.8460,0.9028,8.5835E-05,9.6579E-05,0.000103059
3796,5707,6182,6270,0.8056,0.8648,0.9040,9.1958E-05,9.87188E-05,0.000103191
3797,6121,6314,5934,0.8640,0.8832,0.8555,9.86288E-05,0.000100827,9.76611E-05
3798,7076,6875,6484,0.9988,0.9617,0.9348,0.000114017,0.000109785,0.000106713
3799,7696,7322,6792,1.0863,1.0242,0.9792,0.000124007,0.000116923,0.000111782
3800,7852,7345,6791,1.1083,1.0275,0.9791,0.000126521,0.00011729,0.000111766
3801,8097,7543,6938,1.1429,1.0552,1.0003,0.000130469,0.000120452,0.000114185
3802,8346,7833,7131,1.1781,1.0957,1.0281,0.000134481,0.000125083,0.000117361
3803,7845,7390,6811,1.1073,1.0338,0.9819,0.000126408,0.000118009,0.000112095
3804,7915,7462,6941,1.1172,1.0438,1.0007,0.000127536,0.000119159,0.000114234
3805,7873,7464,6859,1.1113,1.0441,0.9889,0.000126859,0.000119191,0.000112885
3806,7753,7339,6780,1.0943,1.0266,0.9775,0.000124926,0.000117195,0.000111584
3807,7644,7186,6543,1.0790,1.0052,0.9433,0.000123169,0.000114751,0.000107684
3808,7354,7030,6383,1.0380,0.9834,0.9202,0.000118496,0.00011226,0.000105051
3809,7232,7020,6403,1.0208,0.9820,0.9231,0.000116531,0.000112101,0.00010538
3810,6917,6752,6248,0.9763,0.9445,0.9008,0.000111455,0.000107821,0.000102829
3811,6634,6479,5999,0.9364,0.9063,0.8649,0.000106895,0.000103462,9.87309E-05
3812,6674,6530,6011,0.9420,0.9135,0.8666,0.000107539,0.000104276,9.89283E-05
3813,6520,6446,6098,0.9203,0.9017,0.8792,0.000105058,0.000102935,0.00010036
3814,5995,5946,5662,0.8462,0.8318,0.8163,9.65986E-05,9.49502E-05,9.31845E-05
3815,5889,5852,5553,0.8312,0.8186,0.8006,9.48906E-05,9.34491E-05,9.13906E-05
3816,5875,6168,5583,0.8293,0.8628,0.8049,9.4665E-05,9.84952E-05,9.18844E-05
3817,5961,6269,5665,0.8414,0.8769,0.8167,9.60507E-05,0.000100108,9.32339E-05
3818,5829,6244,5664,0.8228,0.8734,0.8166,9.39238E-05,9.97089E-05,9.32175E-05
3819,5590,5962,5634,0.7890,0.8340,0.8123,9.00727E-05,9.52057E-05,9.27237E-05
3820,5812,5961,5565,0.8204,0.8339,0.8023,9.36499E-05,9.51897E-05,9.15881E-05
3821,6365,6173,5735,0.8984,0.8635,0.8268,0.00010256,9.85751E-05,9.4386E-05
3822,7302,6981,6505,1.0307,0.9765,0.9378,0.000117659,0.000111478,0.000107059
3823,7855,7527,6893,1.1087,1.0529,0.9938,0.000126569,0.000120197,0.000113444
3824,7969,7716,7020,1.1248,1.0794,1.0121,0.000128406,0.000123215,0.000115534
3825,8162,7992,7262,1.1521,1.1180,1.0470,0.000131516,0.000127622,0.000119517
3826,8430,8316,7519,1.1899,1.1633,1.0840,0.000135834,0.000132796,0.000123747
3827,7845,7784,7073,1.1073,1.0889,1.0197,0.000126408,0.000124301,0.000116407
3828,7934,7811,7059,1.1199,1.0927,1.0177,0.000127842,0.000124732,0.000116176
3829,7891,7725,7004,1.1138,1.0806,1.0098,0.000127149,0.000123359,0.000115271
3830,7814,7565,6778,1.1030,1.0582,0.9772,0.000125908,0.000120804,0.000111552
3831,7595,7416,6545,1.0720,1.0374,0.9436,0.00012238,0.000118424,0.000107717
3832,7343,7284,6374,1.0365,1.0189,0.9189,0.000118319,0.000116316,0.000104903
3833,7247,7181,6386,1.0229,1.0045,0.9207,0.000116772,0.000114672,0.0001051
3834,6979,6919,6181,0.9851,0.9679,0.8911,0.000112454,0.000110488,0.000101726
3835,6711,6636,5923,0.9473,0.9283,0.8539,0.000108136,0.000105969,9.74801E-05
3836,6761,6552,5908,0.9543,0.9165,0.8518,0.000108941,0.000104627,9.72332E-05
3837,6525,6366,5983,0.9210,0.8905,0.8626,0.000105139,0.000101657,9.84675E-05
3838,5999,5939,5701,0.8468,0.8308,0.8219,9.6663E-05,9.48384E-05,9.38264E-05
3839,5766,5998,5400,0.8139,0.8390,0.7785,9.29087E-05,9.57806E-05,8.88726E-05
3840,5626,6486,5313,0.7941,0.9073,0.7660,9.06528E-05,0.000103573,8.74407E-05
3841,5516,6365,5416,0.7786,0.8904,0.7808,8.88804E-05,0.000101641,8.91359E-05
3842,5756,6227,5275,0.8125,0.8711,0.7605,9.27475E-05,9.94374E-05,8.68153E-05
3843,5563,6042,4942,0.7852,0.8452,0.7125,8.96377E-05,9.64832E-05,8.13349E-05
3844,5557,6140,4876,0.7844,0.8589,0.7030,8.9541E-05,9.80481E-05,8.02486E-05
3845,6269,6259,4669,0.8849,0.8755,0.6731,0.000101014,9.99484E-05,7.68419E-05
3846,7178,7083,4901,1.0132,0.9908,0.7066,0.00011566,0.000113107,8.06601E-05
3847,7692,7630,5257,1.0857,1.0673,0.7579,0.000123943,0.000121842,8.65191E-05
3848,7805,7735,5458,1.1017,1.0820,0.7869,0.000125763,0.000123518,8.98271E-05
3849,7949,7984,5644,1.1220,1.1169,0.8137,0.000128084,0.000127494,9.28883E-05
3850,8188,8237,5823,1.1557,1.1522,0.8395,0.000131935,0.000131535,9.58343E-05
3851,7716,7602,5808,1.0891,1.0634,0.8373,0.000124329,0.000121394,9.55874E-05
3852,7765,7535,5918,1.0960,1.0540,0.8532,0.000125119,0.000120325,9.73978E-05
3853,7655,7357,6255,1.0805,1.0291,0.9018,0.000123346,0.000117482,0.000102944
3854,7502,7262,6158,1.0589,1.0159,0.8878,0.000120881,0.000115965,0.000101348
3855,7355,7135,5985,1.0382,0.9981,0.8629,0.000118513,0.000113937,9.85004E-05
3856,7113,6904,5515,1.0040,0.9658,0.7951,0.000114613,0.000110248,9.07652E-05
3857,7037,6846,5468,0.9933,0.9577,0.7883,0.000113389,0.000109322,8.99917E-05
3858,6784,6654,5425,0.9576,0.9308,0.7821,0.000109312,0.000106256,8.9284E-05
3859,6545,6452,5316,0.9238,0.9025,0.7664,0.000105461,0.00010303,8.74901E-05
3860,6645,6476,5368,0.9380,0.9059,0.7739,0.000107072,0.000103414,8.83459E-05
3861,6514,6429,5562,0.9195,0.8993,0.8019,0.000104961,0.000102663,9.15388E-05
3862,6001,5970,5326,0.8471,0.8351,0.7679,9.66953E-05,9.53334E-05,8.76547E-05
3863,5720,6100,5364,0.8074,0.8533,0.7733,9.21675E-05,9.74094E-05,8.82801E-05
3864,5648,6257,5420,0.7972,0.8753,0.7814,9.10073E-05,9.99165E-05,8.92017E-05
3865,5526,6335,5764,0.7800,0.8862,0.8310,8.90415E-05,0.000101162,9.48633E-05
3866,5493,6289,5896,0.7753,0.8797,0.8500,8.85098E-05,0.000100427,9.70357E-05
3867,5293,6201,5753,0.7471,0.8674,0.8294,8.52871E-05,9.90222E-05,9.46822E-05
3868,5403,6379,5531,0.7626,0.8923,0.7974,8.70596E-05,0.000101865,9.10286E-05
3869,6134,6149,5533,0.8658,0.8602,0.7977,9.88383E-05,9.81918E-05,9.10615E-05
3870,6938,6867,5626,0.9793,0.9606,0.8111,0.000111793,0.000109657,9.25921E-05
3871,7490,7250,5888,1.0572,1.0142,0.8489,0.000120688,0.000115773,9.6904E-05
3872,7591,7294,6108,1.0715,1.0203,0.8806,0.000122315,0.000116476,0.000100525
3873,7771,7430,6195,1.0969,1.0394,0.8931,0.000125216,0.000118648,0.000101957
3874,8023,7625,6324,1.1325,1.0666,0.9117,0.000129276,0.000121762,0.00010408
3875,7549,7224,6461,1.0656,1.0105,0.9315,0.000121638,0.000115358,0.000106334
3876,7629,7262,6304,1.0768,1.0159,0.9089,0.000122928,0.000115965,0.000103751
3877,7569,7131,6208,1.0684,0.9975,0.8950,0.000121961,0.000113873,0.000102171
3878,7466,6899,6158,1.0538,0.9651,0.8878,0.000120301,0.000110168,0.000101348
3879,7343,6719,6176,1.0365,0.9399,0.8904,0.000118319,0.000107294,0.000101644
3880,7128,6581,5965,1.0061,0.9206,0.8600,0.000114855,0.00010509,9.81713E-05
3881,7047,6593,5481,0.9947,0.9223,0.7902,0.00011355,0.000105282,9.02057E-05
3882,6809,6435,5505,0.9611,0.9002,0.7937,0.000109715,0.000102759,9.06007E-05
3883,6535,6245,5419,0.9224,0.8736,0.7813,0.0001053,9.97248E-05,8.91853E-05
3884,6598,6261,5569,0.9313,0.8758,0.8029,0.000106315,9.99803E-05,9.1654E-05
3885,6620,6186,5760,0.9344,0.8653,0.8304,0.000106669,9.87827E-05,9.47974E-05
3886,6101,5818,5512,0.8612,0.8139,0.7947,9.83066E-05,9.29062E-05,9.07159E-05
3887,5829,5663,6042,0.8228,0.7922,0.8711,9.39238E-05,9.0431E-05,9.94385E-05
3888,5741,5747,6121,0.8104,0.8039,0.8825,9.25058E-05,9.17724E-05,0.000100739
3889,5631,5704,6417,0.7948,0.7979,0.9251,9.07334E-05,9.10857E-05,0.00010561
3890,5647,6000,6301,0.7971,0.8393,0.9084,9.09912E-05,9.58125E-05,0.000103701
3891,5409,5752,6119,0.7635,0.8046,0.8822,8.71563E-05,9.18522E-05,0.000100706
3892,5541,5746,5918,0.7821,0.8038,0.8532,8.92832E-05,9.17564E-05,9.73978E-05
3893,6178,5766,6314,0.8720,0.8066,0.9103,9.95473E-05,9.20758E-05,0.000103915
3894,6953,5717,6725,0.9814,0.7997,0.9696,0.000112035,9.12933E-05,0.000110679
3895,7453,5652,7261,1.0520,0.7906,1.0468,0.000120092,9.02554E-05,0.000119501
3896,7577,6019,7358,1.0695,0.8420,1.0608,0.00012209,9.61159E-05,0.000121097
3897,7783,6178,7554,1.0986,0.8642,1.0891,0.000125409,9.86549E-05,0.000124323
3898,8049,6302,7788,1.1361,0.8816,1.1228,0.000129695,0.000100635,0.000128174
3899,7753,6205,7295,1.0943,0.8680,1.0517,0.000124926,9.90861E-05,0.00012006
3900,7841,6127,7407,1.1068,0.8571,1.0679,0.000126344,9.78405E-05,0.000121904
3901,7760,6055,7390,1.0953,0.8470,1.0654,0.000125038,9.66908E-05,0.000121624
3902,7531,6116,7267,1.0630,0.8555,1.0477,0.000121348,9.76649E-05,0.000119599
3903,7312,5999,7119,1.0321,0.8392,1.0264,0.00011782,9.57965E-05,0.000117164
3904,7141,5917,6886,1.0080,0.8277,0.9928,0.000115064,9.44871E-05,0.000113329
3905,6904,5997,6845,0.9745,0.8389,0.9869,0.000111245,9.57646E-05,0.000112654
3906,6639,5865,6613,0.9371,0.8204,0.9534,0.000106975,9.36567E-05,0.000108836
3907,6302,5658,6314,0.8895,0.7915,0.9103,0.000101545,9.03512E-05,0.000103915
3908,6366,5720,6424,0.8986,0.8001,0.9262,0.000102577,9.13412E-05,0.000105725
3909,6458,5698,6418,0.9116,0.7971,0.9253,0.000104059,9.09899E-05,0.000105627
3910,6166,5381,5944,0.8703,0.7527,0.8570,9.93539E-05,8.59278E-05,9.78257E-05
3911,5876,5867,5898,0.8294,0.8207,0.8503,9.46811E-05,9.36886E-05,9.70686E-05
3912,5741,5884,5762,0.8104,0.8231,0.8307,9.25058E-05,9.39601E-05,9.48303E-05
